ticket_date,flight_date,remain_day,valid_price,ticket_year,ticket_month,ticket_day,ticket_weekday,flight_year,flight_month,flight_day,flight_weekday,remain_day_interval,lowest_price,ave_price,ave_valid_price,ave_price_monday
2018-01-20,2018-02-16,27,310,2018,1,20,6,2018,2,16,5,3,310,416.84210526315786,709.6,683.1469825106977
2018-01-19,2018-02-16,28,310,2018,1,19,5,2018,2,16,5,3,310,419.72972972972974,704.6153846153846,684.6192723452787
2018-01-18,2018-02-16,29,560,2018,1,18,4,2018,2,16,5,3,310,422.77777777777777,708.5185185185185,667.5978094054074
2018-01-17,2018-02-16,30,560,2018,1,17,3,2018,2,16,5,3,310,418.8571428571428,722.8,680.3250531678947
2018-01-16,2018-02-16,31,310,2018,1,16,2,2018,2,16,5,4,310,414.7058823529412,720.4,678.960982404692
2018-01-15,2018-02-16,32,370,2018,1,15,1,2018,2,16,5,4,310,417.8787878787878,688.0,677.5790204604443
2018-01-14,2018-02-16,33,370,2018,1,14,7,2018,2,16,5,4,310,419.375,678.0,677.1908432650035
2018-01-13,2018-02-16,34,370,2018,1,13,6,2018,2,16,5,4,310,420.9677419354838,680.4,677.1068833683516
2018-01-12,2018-02-16,35,370,2018,1,12,5,2018,2,16,5,4,310,422.66666666666674,689.6296296296297,689.6750361648191
2018-01-11,2018-02-16,36,560,2018,1,11,4,2018,2,16,5,4,310,424.4827586206897,685.1724137931035,690.0683562265015
2018-01-11,2018-02-16,36,370,2018,1,11,4,2018,2,16,5,4,310,419.6428571428572,685.1724137931035,690.0683562265015
2018-01-10,2018-02-16,37,370,2018,1,10,3,2018,2,16,5,4,310,421.48148148148147,696.4285714285714,699.8867121634978
2018-01-09,2018-02-16,38,370,2018,1,9,2,2018,2,16,5,4,310,423.46153846153845,698.5714285714286,699.9730543610979
2018-01-08,2018-02-16,39,370,2018,1,8,1,2018,2,16,5,4,310,425.6,693.9285714285714,699.9838797072495
2018-01-07,2018-02-16,40,370,2018,1,7,7,2018,2,16,5,4,310,427.91666666666674,689.6428571428571,700.212095332204
2018-01-06,2018-02-16,41,370,2018,1,6,6,2018,2,16,5,5,310,430.4347826086956,689.3103448275862,690.468712072535
2018-01-05,2018-02-16,42,560,2018,1,5,5,2018,2,16,5,5,310,433.1818181818182,689.3333333333334,691.0096832991569
2018-01-05,2018-02-16,42,370,2018,1,5,5,2018,2,16,5,5,310,427.1428571428572,689.3333333333334,691.0096832991569
2018-01-04,2018-02-16,43,370,2018,1,4,4,2018,2,16,5,5,310,430.0,696.2068965517242,696.0682021144814
2018-01-03,2018-02-16,44,370,2018,1,3,3,2018,2,16,5,5,310,433.15789473684214,703.2142857142857,700.7084684751093
2018-01-02,2018-02-16,45,560,2018,1,2,2,2018,2,16,5,5,310,436.66666666666674,710.0,700.4995408251021
2018-01-01,2018-02-16,46,370,2018,1,1,1,2018,2,16,5,5,310,429.4117647058823,690.0,695.3331079558259
2017-12-31,2018-02-16,47,370,2017,12,31,7,2018,2,16,5,5,310,433.125,672.6666666666666,686.4684873949581
2017-12-30,2018-02-16,48,370,2017,12,30,6,2018,2,16,5,5,310,437.33333333333326,672.0689655172414,691.798961096375
2017-12-29,2018-02-16,49,560,2017,12,29,5,2018,2,16,5,5,310,442.1428571428572,663.1034482758621,692.9987368952887
2017-12-29,2018-02-16,49,370,2017,12,29,5,2018,2,16,5,5,310,433.07692307692315,663.1034482758621,692.9987368952887
2017-12-28,2018-02-16,50,370,2017,12,28,4,2018,2,16,5,5,310,438.33333333333326,658.0,707.9420301920303
2017-12-27,2018-02-16,51,370,2017,12,27,3,2018,2,16,5,6,310,444.54545454545456,647.0967741935484,702.6364012331754
2017-12-26,2018-02-16,52,370,2017,12,26,2,2018,2,16,5,6,310,452.0,672.5806451612904,715.367220593027
2017-12-25,2018-02-16,53,370,2017,12,25,1,2018,2,16,5,6,310,461.11111111111114,705.8620689655172,736.4894636015326
2017-12-24,2018-02-16,54,370,2017,12,24,7,2018,2,16,5,6,310,472.5,699.3103448275862,719.9014778325123
2017-12-23,2018-02-16,55,370,2017,12,23,6,2018,2,16,5,6,310,487.1428571428572,716.3333333333334,717.5555555555554
2017-12-22,2018-02-16,56,630,2017,12,22,5,2018,2,16,5,6,310,506.66666666666674,719.3103448275862,719.9655172413793
2017-12-22,2018-02-16,56,430,2017,12,22,5,2018,2,16,5,6,310,482.0,719.3103448275862,719.9655172413793
2017-12-21,2018-02-16,57,430,2017,12,21,4,2018,2,16,5,6,310,495.0,725.8620689655172,719.3793103448276
2017-12-20,2018-02-16,58,430,2017,12,20,3,2018,2,16,5,6,310,516.6666666666666,723.448275862069,716.264367816092
2017-12-19,2018-02-16,59,560,2017,12,19,2,2018,2,16,5,6,310,560.0,723.448275862069,717.0689655172414
2017-12-18,2018-02-16,60,560,2017,12,18,1,2018,2,16,5,6,310,560.0,717.5,717.5
2018-04-17,2018-04-18,1,1230,2018,4,17,2,2018,4,18,3,1,1230,1230.4761904761906,840.0,1019.1503446454637
2018-04-16,2018-04-18,2,1230,2018,4,16,1,2018,4,18,3,1,1230,1230.483870967742,913.421052631579,1045.4503974036777
2018-04-15,2018-04-18,3,1230,2018,4,15,7,2018,4,18,3,1,1230,1230.4918032786884,897.1794871794872,1013.6894591935244
2018-04-14,2018-04-18,4,1230,2018,4,14,6,2018,4,18,3,1,1230,1230.5,916.4864864864865,1018.0784508964102
2018-04-13,2018-04-18,5,1230,2018,4,13,5,2018,4,18,3,1,1230,1230.5084745762713,910.0,1029.4123449166643
2018-04-12,2018-04-18,6,1230,2018,4,12,4,2018,4,18,3,1,1230,1230.5172413793102,896.75,1015.4161865731983
2018-04-11,2018-04-18,7,1230,2018,4,11,3,2018,4,18,3,1,1230,1230.5263157894738,907.027027027027,1031.5932387162975
2018-04-10,2018-04-18,8,1230,2018,4,10,2,2018,4,18,3,1,1230,1230.5357142857142,937.4285714285714,1047.8926632515104
2018-04-09,2018-04-18,9,1230,2018,4,9,1,2018,4,18,3,1,1230,1230.5454545454545,895.75,1017.4994410313951
2018-04-08,2018-04-18,10,1230,2018,4,8,7,2018,4,18,3,1,1230,1230.5555555555557,925.5555555555555,1033.5285131712762
2018-04-07,2018-04-18,11,1230,2018,4,7,6,2018,4,18,3,2,1230,1230.566037735849,937.8787878787879,1047.9489614262611
2018-04-06,2018-04-18,12,1230,2018,4,6,5,2018,4,18,3,2,1230,1230.576923076923,970.9375,1071.8066493980132
2018-04-05,2018-04-18,13,1230,2018,4,5,4,2018,4,18,3,2,1230,1230.5882352941173,966.3636363636364,1066.5838729762181
2018-04-04,2018-04-18,14,1230,2018,4,4,3,2018,4,18,3,2,1230,1230.6,951.9512195121952,1040.8419358344058
2018-04-03,2018-04-18,15,1230,2018,4,3,2,2018,4,18,3,2,1230,1230.6122448979593,975.1612903225806,1063.6578410551624
2018-04-02,2018-04-18,16,1230,2018,4,2,1,2018,4,18,3,2,1230,1230.625,968.4375,1062.8780424212712
2018-04-01,2018-04-18,17,1230,2018,4,1,7,2018,4,18,3,2,1230,1230.6382978723404,985.625,1073.8484317088694
2018-03-31,2018-04-18,18,1230,2018,3,31,6,2018,4,18,3,2,1230,1230.6521739130435,978.4848484848485,1073.5794788096828
2018-03-30,2018-04-18,19,1240,2018,3,30,5,2018,4,18,3,2,1230,1230.6666666666667,973.5294117647059,1070.0033099652524
2018-03-30,2018-04-18,19,1230,2018,3,30,5,2018,4,18,3,2,1230,1230.4545454545455,973.5294117647059,1070.0033099652524
2018-03-29,2018-04-18,20,1230,2018,3,29,4,2018,4,18,3,2,1230,1230.4651162790694,974.4117647058823,1072.5564922644744
2018-03-28,2018-04-18,21,1230,2018,3,28,3,2018,4,18,3,3,1230,1230.4761904761906,973.2352941176471,1081.2927325136302
2018-03-27,2018-04-18,22,1230,2018,3,27,2,2018,4,18,3,3,1230,1230.4878048780488,968.125,1074.221395238341
2018-03-26,2018-04-18,23,1230,2018,3,26,1,2018,4,18,3,3,1230,1230.5,946.7647058823529,1068.8116086087127
2018-03-25,2018-04-18,24,1230,2018,3,25,7,2018,4,18,3,3,1230,1230.5128205128203,974.2424242424242,1091.710177712745
2018-03-24,2018-04-18,25,1230,2018,3,24,6,2018,4,18,3,3,1230,1230.5263157894738,972.6470588235294,1096.0677046645387
2018-03-23,2018-04-18,26,1240,2018,3,23,5,2018,4,18,3,3,1230,1230.5405405405404,981.8181818181819,1102.1979217900268
2018-03-23,2018-04-18,26,1230,2018,3,23,5,2018,4,18,3,3,1230,1230.2777777777776,981.8181818181819,1102.1979217900268
2018-03-22,2018-04-18,27,1230,2018,3,22,4,2018,4,18,3,3,1230,1230.2857142857142,985.7575757575758,1106.7302712039555
2018-03-21,2018-04-18,28,1230,2018,3,21,3,2018,4,18,3,3,1230,1230.2941176470588,992.9411764705883,1112.1955007144406
2018-03-20,2018-04-18,29,1230,2018,3,20,2,2018,4,18,3,3,1230,1230.3030303030305,902.4444444444445,1074.8964694481851
2018-03-19,2018-04-18,30,1230,2018,3,19,1,2018,4,18,3,3,1230,1230.3125,944.2424242424242,1099.7648329104145
2018-03-18,2018-04-18,31,1230,2018,3,18,7,2018,4,18,3,4,1230,1230.3225806451612,953.3333333333334,1115.5538188727014
2018-03-17,2018-04-18,32,1230,2018,3,17,6,2018,4,18,3,4,1230,1230.3333333333333,969.6875,1129.6885507913885
2018-03-16,2018-04-18,33,1230,2018,3,16,5,2018,4,18,3,4,1230,1230.344827586207,965.9375,1135.9968053127816
2018-03-15,2018-04-18,34,1230,2018,3,15,4,2018,4,18,3,4,1230,1230.357142857143,969.6875,1143.0727940841084
2018-03-14,2018-04-18,35,1230,2018,3,14,3,2018,4,18,3,4,1230,1230.3703703703704,979.0625,1152.1020123714093
2018-03-13,2018-04-18,36,1230,2018,3,13,2,2018,4,18,3,4,1230,1230.3846153846155,979.0625,1158.7752912596666
2018-03-12,2018-04-18,37,1230,2018,3,12,1,2018,4,18,3,4,1230,1230.4,961.875,1159.854540598291
2018-03-11,2018-04-18,38,1230,2018,3,11,7,2018,4,18,3,4,1230,1230.4166666666667,963.75,1162.3022174609812
2018-03-10,2018-04-18,39,1230,2018,3,10,6,2018,4,18,3,4,1230,1230.4347826086955,1015.1515151515151,1178.8737174112669
2018-03-09,2018-04-18,40,1230,2018,3,9,5,2018,4,18,3,4,1230,1230.4545454545455,1075.4545454545455,1190.7880042662648
2018-03-08,2018-04-18,41,1230,2018,3,8,4,2018,4,18,3,5,1230,1230.4761904761906,1088.0645161290322,1195.2343248149703
2018-03-07,2018-04-18,42,1240,2018,3,7,3,2018,4,18,3,5,1230,1230.5,1131.2903225806451,1200.5975422427034
2018-03-07,2018-04-18,42,1230,2018,3,7,3,2018,4,18,3,5,1230,1230.0,1131.2903225806451,1200.5975422427034
2018-03-06,2018-04-18,43,1230,2018,3,6,2,2018,4,18,3,5,1230,1230.0,1131.2903225806451,1204.1256366723258
2018-03-05,2018-04-18,44,1230,2018,3,5,1,2018,4,18,3,5,1230,1230.0,1120.909090909091,1207.6694186446507
2018-03-04,2018-04-18,45,1230,2018,3,4,7,2018,4,18,3,5,1230,1230.0,1136.3636363636363,1207.586650821945
2018-03-03,2018-04-18,46,1230,2018,3,3,6,2018,4,18,3,5,1230,1230.0,1187.741935483871,1211.6923624288424
2018-03-02,2018-04-18,47,1230,2018,3,2,5,2018,4,18,3,5,1230,1230.0,1201.2903225806451,1219.5499231950848
2018-03-01,2018-04-18,48,1230,2018,3,1,4,2018,4,18,3,5,1230,1230.0,1201.2903225806451,1220.8294930875577
2018-02-28,2018-04-18,49,1230,2018,2,28,3,2018,4,18,3,5,1230,1230.0,1201.2903225806451,1222.3325062034737
2018-02-27,2018-04-18,50,1230,2018,2,27,2,2018,4,18,3,5,1230,1230.0,1201.2903225806451,1224.086021505376
2018-02-26,2018-04-18,51,1230,2018,2,26,1,2018,4,18,3,6,1230,1230.0,1202.1875,1224.872159090909
2018-02-25,2018-04-18,52,1230,2018,2,25,7,2018,4,18,3,6,1230,1230.0,1216.25,1227.125
2018-02-24,2018-04-18,53,1230,2018,2,24,6,2018,4,18,3,6,1230,1230.0,1230.3225806451612,1230.0716845878135
2018-02-23,2018-04-18,54,1230,2018,2,23,5,2018,4,18,3,6,1230,1230.0,1230.3225806451612,1230.0403225806451
2018-02-22,2018-04-18,55,1230,2018,2,22,4,2018,4,18,3,6,1230,1230.0,1230.0,1230.0
2018-02-21,2018-04-18,56,1230,2018,2,21,3,2018,4,18,3,6,1230,1230.0,1230.0,1230.0
2018-02-20,2018-04-18,57,1230,2018,2,20,2,2018,4,18,3,6,1230,1230.0,1230.0,1230.0
2018-02-19,2018-04-18,58,1230,2018,2,19,1,2018,4,18,3,6,1230,1230.0,1230.0,1230.0
2018-02-18,2018-04-18,59,1230,2018,2,18,7,2018,4,18,3,6,1230,1230.0,1230.0,1230.0
2018-02-17,2018-04-18,60,1230,2018,2,17,6,2018,4,18,3,6,1230,1230.0,1230.0,1230.0
2018-06-22,2018-06-23,1,430,2018,6,22,5,2018,6,23,6,1,430,561.1475409836065,814.8484848484849,862.2448867318026
2018-06-21,2018-06-23,2,430,2018,6,21,4,2018,6,23,6,1,430,563.3333333333334,819.4444444444445,821.9920778573473
2018-06-20,2018-06-23,3,530,2018,6,20,3,2018,6,23,6,1,430,565.5932203389832,828.7096774193549,812.1043156899402
2018-06-19,2018-06-23,4,530,2018,6,19,2,2018,6,23,6,1,430,566.2068965517243,814.8275862068965,799.7342905935102
2018-06-16,2018-06-23,7,530,2018,6,16,6,2018,6,23,6,1,430,566.8421052631579,851.6129032258065,836.7388099346515
2018-06-15,2018-06-23,8,530,2018,6,15,5,2018,6,23,6,1,430,567.5,862.8125,846.4451798849883
2018-06-14,2018-06-23,9,530,2018,6,14,4,2018,6,23,6,1,430,568.1818181818181,862.9032258064516,853.8172756052479
2018-06-13,2018-06-23,10,530,2018,6,13,3,2018,6,23,6,1,430,568.8888888888888,840.3333333333334,827.4329839740625
2018-06-12,2018-06-23,11,560,2018,6,12,2,2018,6,23,6,2,430,569.622641509434,824.8387096774194,807.9044864749816
2018-06-12,2018-06-23,11,530,2018,6,12,2,2018,6,23,6,2,430,569.8076923076923,824.8387096774194,807.9044864749816
2018-06-11,2018-06-23,12,670,2018,6,11,1,2018,6,23,6,2,430,570.5882352941177,834.8387096774194,809.2292444991689
2018-06-11,2018-06-23,12,560,2018,6,11,1,2018,6,23,6,2,430,568.6,834.8387096774194,809.2292444991689
2018-06-10,2018-06-23,13,670,2018,6,10,7,2018,6,23,6,2,430,568.7755102040817,854.5454545454545,823.367952592041
2018-06-09,2018-06-23,14,670,2018,6,9,6,2018,6,23,6,2,430,566.6666666666666,860.625,835.9645837181027
2018-06-08,2018-06-23,15,670,2018,6,8,5,2018,6,23,6,2,430,564.468085106383,858.4375,829.4608959286767
2018-06-07,2018-06-23,16,670,2018,6,7,4,2018,6,23,6,2,430,562.1739130434784,855.8064516129032,832.7445450290766
2018-06-06,2018-06-23,17,670,2018,6,6,3,2018,6,23,6,2,430,559.7777777777778,860.0,830.187103177602
2018-06-05,2018-06-23,18,560,2018,6,5,2,2018,6,23,6,2,430,557.2727272727273,833.6363636363636,816.9531271305609
2018-06-05,2018-06-23,18,530,2018,6,5,2,2018,6,23,6,2,430,557.2093023255812,833.6363636363636,816.9531271305609
2018-06-04,2018-06-23,19,530,2018,6,4,1,2018,6,23,6,2,430,557.8571428571429,860.0,838.1438712327807
2018-06-03,2018-06-23,20,530,2018,6,3,7,2018,6,23,6,2,430,558.5365853658536,859.0,834.4623286108833
2018-06-02,2018-06-23,21,530,2018,6,2,6,2018,6,23,6,3,430,559.25,859.0,833.862228659662
2018-06-01,2018-06-23,22,560,2018,6,1,5,2018,6,23,6,3,430,560.0,854.516129032258,828.7191657018565
2018-05-31,2018-06-23,23,560,2018,5,31,4,2018,6,23,6,3,430,560.0,855.6666666666666,832.5430829498956
2018-05-30,2018-06-23,24,560,2018,5,30,3,2018,6,23,6,3,430,560.0,846.1290322580645,822.523091184806
2018-05-29,2018-06-23,25,560,2018,5,29,2,2018,6,23,6,3,430,560.0,855.483870967742,830.7990568601773
2018-05-28,2018-06-23,26,560,2018,5,28,1,2018,6,23,6,3,430,560.0,840.3125,816.1800237692507
2018-05-27,2018-06-23,27,560,2018,5,27,7,2018,6,23,6,3,430,560.0,854.6666666666666,829.8165023050472
2018-05-26,2018-06-23,28,560,2018,5,26,6,2018,6,23,6,3,430,560.0,854.6666666666666,829.0834871923107
2018-05-25,2018-06-23,29,560,2018,5,25,5,2018,6,23,6,3,430,560.0,846.1290322580645,818.8040906489672
2018-05-24,2018-06-23,30,560,2018,5,24,4,2018,6,23,6,3,430,560.0,851.3333333333334,827.4190418176069
2018-05-23,2018-06-23,31,560,2018,5,23,3,2018,6,23,6,4,430,560.0,847.0,826.6426540068618
2018-05-22,2018-06-23,32,560,2018,5,22,2,2018,6,23,6,4,430,560.0,841.9354838709677,821.094502811857
2018-05-21,2018-06-23,33,560,2018,5,21,1,2018,6,23,6,4,430,560.0,842.6666666666666,825.2092242041421
2018-05-20,2018-06-23,34,560,2018,5,20,7,2018,6,23,6,4,430,560.0,842.6666666666666,824.5839442413969
2018-05-19,2018-06-23,35,560,2018,5,19,6,2018,6,23,6,4,430,560.0,842.6666666666666,823.9121613592878
2018-05-18,2018-06-23,36,560,2018,5,18,5,2018,6,23,6,4,430,560.0,833.5483870967741,814.1953049175519
2018-05-17,2018-06-23,37,560,2018,5,17,4,2018,6,23,6,4,430,560.0,820.3125,804.2068509615386
2018-05-16,2018-06-23,38,560,2018,5,16,3,2018,6,23,6,4,430,560.0,836.6666666666666,820.6052160399988
2018-05-15,2018-06-23,39,560,2018,5,15,2,2018,6,23,6,4,430,560.0,832.6666666666666,820.8776350461134
2018-05-14,2018-06-23,40,560,2018,5,14,1,2018,6,23,6,4,430,560.0,832.6666666666666,820.3232636928291
2018-05-13,2018-06-23,41,560,2018,5,13,7,2018,6,23,6,5,430,560.0,832.6666666666666,819.7142135642134
2018-05-12,2018-06-23,42,560,2018,5,12,6,2018,6,23,6,5,430,560.0,823.8709677419355,810.6857870482659
2018-05-11,2018-06-23,43,560,2018,5,11,5,2018,6,23,6,5,430,560.0,828.3333333333334,818.2961988304095
2018-05-10,2018-06-23,44,560,2018,5,10,4,2018,6,23,6,5,430,560.0,828.0,817.7048503611971
2018-05-09,2018-06-23,45,560,2018,5,9,3,2018,6,23,6,5,430,560.0,832.0,817.0604575163399
2018-05-08,2018-06-23,46,560,2018,5,8,2,2018,6,23,6,5,430,560.0,819.375,802.9114583333334
2018-05-07,2018-06-23,47,560,2018,5,7,1,2018,6,23,6,5,430,560.0,833.0,814.8998015873017
2018-05-06,2018-06-23,48,560,2018,5,6,7,2018,6,23,6,5,430,560.0,828.0645161290323,811.2071369490725
2018-05-05,2018-06-23,49,560,2018,5,5,6,2018,6,23,6,5,430,560.0,831.6129032258065,813.4804442868958
2018-05-04,2018-06-23,50,560,2018,5,4,5,2018,6,23,6,5,430,560.0,820.6666666666666,810.598679098679
2018-05-03,2018-06-23,51,560,2018,5,3,4,2018,6,23,6,6,430,560.0,819.6666666666666,809.6479797979798
2018-05-02,2018-06-23,52,560,2018,5,2,3,2018,6,23,6,6,430,560.0,817.6666666666666,808.6087542087541
2018-05-01,2018-06-23,53,560,2018,5,1,2,2018,6,23,6,6,430,560.0,815.3333333333334,807.5768518518519
2018-04-30,2018-06-23,54,560,2018,4,30,1,2018,6,23,6,6,430,560.0,813.3333333333334,806.6097883597884
2018-04-29,2018-06-23,55,560,2018,4,29,7,2018,6,23,6,6,430,560.0,809.375,801.6796874999999
2018-04-28,2018-06-23,56,560,2018,4,28,6,2018,6,23,6,6,430,560.0,809.6774193548387,805.8678955453149
2018-04-27,2018-06-23,57,560,2018,4,27,5,2018,6,23,6,6,430,560.0,808.0645161290323,805.5752688172042
2018-04-26,2018-06-23,58,560,2018,4,26,4,2018,6,23,6,6,430,560.0,804.3333333333334,802.9166666666666
2018-04-25,2018-06-23,59,560,2018,4,25,3,2018,6,23,6,6,430,560.0,802.3333333333334,802.2222222222223
2018-04-24,2018-06-23,60,560,2018,4,24,2,2018,6,23,6,6,430,560.0,795.9375,795.78125
2017-10-31,2017-11-01,1,1060,2017,10,31,2,2017,11,1,3,1,1060,760.25,925.0,729.5266715159546
2017-10-30,2017-11-01,2,1060,2017,10,30,1,2017,11,1,3,1,1060,752.5641025641024,912.6666666666666,725.6505630973811
2017-10-29,2017-11-01,3,1060,2017,10,29,7,2017,11,1,3,1,1060,744.4736842105265,901.6666666666666,721.7875882196531
2017-10-28,2017-11-01,4,1060,2017,10,28,6,2017,11,1,3,1,1060,735.9459459459459,882.0,718.0234559322145
2017-10-27,2017-11-01,5,810,2017,10,27,5,2017,11,1,3,1,810,726.9444444444445,798.0,714.51675688873
2017-10-26,2017-11-01,6,810,2017,10,26,4,2017,11,1,3,1,810,724.5714285714287,800.3333333333334,712.728792543471
2017-10-25,2017-11-01,7,780,2017,10,25,3,2017,11,1,3,1,780,722.0588235294118,733.3333333333334,710.7895099972689
2017-10-24,2017-11-01,8,780,2017,10,24,2,2017,11,1,3,1,780,720.3030303030303,742.0,710.2554966514014
2017-10-23,2017-11-01,9,780,2017,10,23,1,2017,11,1,3,1,780,718.4375,745.3333333333334,709.5257294472849
2017-10-13,2017-11-01,19,850,2017,10,13,5,2017,11,1,3,2,780,716.4516129032259,699.5238095238095,677.660018802128
2017-10-01,2017-11-01,31,700,2017,10,1,7,2017,11,1,3,4,700,712.0,695.6666666666666,700.0666666666667
2017-09-30,2017-11-01,32,700,2017,9,30,6,2017,11,1,3,4,700,712.4137931034481,695.6666666666666,700.2183908045976
2017-09-29,2017-11-01,33,700,2017,9,29,5,2017,11,1,3,4,700,712.8571428571429,697.3333333333334,700.3809523809523
2017-09-28,2017-11-01,34,700,2017,9,28,4,2017,11,1,3,4,700,713.3333333333335,697.3333333333334,700.4938271604939
2017-09-27,2017-11-01,35,700,2017,9,27,3,2017,11,1,3,4,700,713.8461538461537,697.3333333333334,700.6153846153846
2017-09-26,2017-11-01,36,700,2017,9,26,2,2017,11,1,3,4,700,714.4,697.3333333333334,700.7466666666664
2017-09-25,2017-11-01,37,700,2017,9,25,1,2017,11,1,3,4,700,715.0,697.3333333333334,700.8888888888888
2017-09-24,2017-11-01,38,700,2017,9,24,7,2017,11,1,3,4,700,715.6521739130435,697.3333333333334,701.0434782608696
2017-09-23,2017-11-01,39,700,2017,9,23,6,2017,11,1,3,4,700,716.3636363636364,697.3333333333334,701.2121212121214
2017-09-22,2017-11-01,40,700,2017,9,22,5,2017,11,1,3,4,700,717.1428571428571,697.3333333333334,701.3968253968254
2017-09-21,2017-11-01,41,700,2017,9,21,4,2017,11,1,3,5,700,718.0,697.3333333333334,701.6
2017-09-20,2017-11-01,42,700,2017,9,20,3,2017,11,1,3,5,700,718.9473684210526,697.3333333333334,701.8245614035088
2017-09-19,2017-11-01,43,700,2017,9,19,2,2017,11,1,3,5,700,720.0,697.3333333333334,702.0740740740741
2017-09-18,2017-11-01,44,700,2017,9,18,1,2017,11,1,3,5,700,721.1764705882354,697.3333333333334,702.3529411764707
2017-09-17,2017-11-01,45,820,2017,9,17,7,2017,11,1,3,5,700,722.5,701.3333333333334,702.6666666666666
2017-09-16,2017-11-01,46,700,2017,9,16,6,2017,11,1,3,5,700,716.0,701.3333333333334,702.7555555555555
2017-09-15,2017-11-01,47,700,2017,9,15,5,2017,11,1,3,5,700,717.1428571428571,697.6666666666666,702.857142857143
2017-09-14,2017-11-01,48,700,2017,9,14,4,2017,11,1,3,5,700,718.4615384615386,700.0,703.2564102564103
2017-09-13,2017-11-01,49,700,2017,9,13,3,2017,11,1,3,5,700,720.0,700.6666666666666,703.5277777777778
2017-09-12,2017-11-01,50,700,2017,9,12,2,2017,11,1,3,5,700,721.8181818181819,700.6666666666666,703.7878787878788
2017-09-11,2017-11-01,51,700,2017,9,11,1,2017,11,1,3,6,700,724.0,700.6666666666666,704.1
2017-09-10,2017-11-01,52,700,2017,9,10,7,2017,11,1,3,6,700,726.6666666666665,701.3333333333334,704.4814814814815
2017-09-09,2017-11-01,53,700,2017,9,9,6,2017,11,1,3,6,700,730.0,701.3333333333334,704.875
2017-09-08,2017-11-01,54,820,2017,9,8,5,2017,11,1,3,6,700,734.2857142857142,701.6666666666666,705.3809523809522
2017-09-07,2017-11-01,55,700,2017,9,7,4,2017,11,1,3,6,700,720.0,704.0,706.0
2017-09-06,2017-11-01,56,820,2017,9,6,3,2017,11,1,3,6,700,724.0,705.0,706.4
2017-09-05,2017-11-01,57,700,2017,9,5,2,2017,11,1,3,6,700,700.0,707.3333333333334,706.75
2017-09-04,2017-11-01,58,700,2017,9,4,1,2017,11,1,3,6,700,700.0,704.3333333333334,706.5555555555555
2017-09-03,2017-11-01,59,700,2017,9,3,7,2017,11,1,3,6,700,700.0,707.3333333333334,707.6666666666666
2017-09-02,2017-11-01,60,700,2017,9,2,6,2017,11,1,3,6,700,700.0,708.0,708.0
2018-01-05,2018-02-09,35,1240,2018,1,5,5,2018,2,9,5,4,1240,1240.0,689.6296296296297,689.6750361648191
2018-01-04,2018-02-09,36,1240,2018,1,4,4,2018,2,9,5,4,1240,1240.0,685.1724137931035,690.0683562265015
2018-01-03,2018-02-09,37,1240,2018,1,3,3,2018,2,9,5,4,1240,1240.0,696.4285714285714,699.8867121634978
2018-01-02,2018-02-09,38,1240,2018,1,2,2,2018,2,9,5,4,1240,1240.0,698.5714285714286,699.9730543610979
2018-01-01,2018-02-09,39,1240,2018,1,1,1,2018,2,9,5,4,1240,1240.0,693.9285714285714,699.9838797072495
2017-12-31,2018-02-09,40,1240,2017,12,31,7,2018,2,9,5,4,1240,1240.0,689.6428571428571,700.212095332204
2017-12-30,2018-02-09,41,1240,2017,12,30,6,2018,2,9,5,5,1240,1240.0,689.3103448275862,690.468712072535
2017-12-29,2018-02-09,42,1240,2017,12,29,5,2018,2,9,5,5,1240,1240.0,689.3333333333334,691.0096832991569
2017-12-28,2018-02-09,43,1240,2017,12,28,4,2018,2,9,5,5,1240,1240.0,696.2068965517242,696.0682021144814
2017-12-27,2018-02-09,44,1240,2017,12,27,3,2018,2,9,5,5,1240,1240.0,703.2142857142857,700.7084684751093
2017-12-26,2018-02-09,45,1240,2017,12,26,2,2018,2,9,5,5,1240,1240.0,710.0,700.4995408251021
2017-12-25,2018-02-09,46,1240,2017,12,25,1,2018,2,9,5,5,1240,1240.0,690.0,695.3331079558259
2017-12-24,2018-02-09,47,1240,2017,12,24,7,2018,2,9,5,5,1240,1240.0,672.6666666666666,686.4684873949581
2017-12-23,2018-02-09,48,1240,2017,12,23,6,2018,2,9,5,5,1240,1240.0,672.0689655172414,691.798961096375
2017-12-22,2018-02-09,49,1240,2017,12,22,5,2018,2,9,5,5,1240,1240.0,663.1034482758621,692.9987368952887
2017-12-21,2018-02-09,50,1240,2017,12,21,4,2018,2,9,5,5,1240,1240.0,658.0,707.9420301920303
2017-12-20,2018-02-09,51,1240,2017,12,20,3,2018,2,9,5,6,1240,1240.0,647.0967741935484,702.6364012331754
2017-12-19,2018-02-09,52,1240,2017,12,19,2,2018,2,9,5,6,1240,1240.0,672.5806451612904,715.367220593027
2017-12-18,2018-02-09,53,1240,2017,12,18,1,2018,2,9,5,6,1240,1240.0,705.8620689655172,736.4894636015326
2017-12-17,2018-02-09,54,1240,2017,12,17,7,2018,2,9,5,6,1240,1240.0,699.3103448275862,719.9014778325123
2017-12-16,2018-02-09,55,1240,2017,12,16,6,2018,2,9,5,6,1240,1240.0,716.3333333333334,717.5555555555554
2017-12-15,2018-02-09,56,1240,2017,12,15,5,2018,2,9,5,6,1240,1240.0,719.3103448275862,719.9655172413793
